current_bmi,activity_level,fitness_goal,age,gender,target_bmi
34.7,sedentary,aggressive weight loss,33,female,20.7
37.4,moderate,high-intensity cardio,22,male,21.3
37.6,active,aggressive weight loss,53,female,18.8
35.8,moderate,extreme weight loss,57,female,24.3
35.3,very active,high-intensity cardio,32,female,18.9
34.2,active,extreme weight loss,63,female,22.5
35.9,moderate,extreme weight loss,33,male,20.9
31.7,sedentary,aggressive weight loss,56,female,20.6
33.8,moderate,high-intensity cardio,47,female,20.6
32.8,light,extreme weight loss,61,male,22.6
32.1,sedentary,extreme weight loss,64,female,22.5
37.4,light,aggressive weight loss,22,female,23.5
37.6,very active,high-intensity cardio,23,male,24.8
32.6,active,extreme weight loss,29,female,19.3
30.4,very active,high-intensity cardio,34,female,20.3
36.7,moderate,aggressive weight loss,43,male,21.2
39.2,light,aggressive weight loss,25,male,21.1
30.1,light,high-intensity cardio,18,male,22.6
38.3,moderate,high-intensity cardio,54,male,22.1
34.6,moderate,extreme weight loss,20,female,22.0
38.7,moderate,high-intensity cardio,30,male,19.6
33.2,moderate,extreme weight loss,63,female,24.7
36.0,sedentary,aggressive weight loss,34,female,24.7
30.0,very active,aggressive weight loss,42,female,24.3
38.3,moderate,aggressive weight loss,36,female,21.1
33.4,active,high-intensity cardio,61,male,20.1
33.2,very active,extreme weight loss,33,female,22.6
36.6,moderate,aggressive weight loss,52,male,20.1
32.4,light,extreme weight loss,63,female,23.4
38.9,light,extreme weight loss,56,female,22.6
33.4,moderate,extreme weight loss,38,female,21.3
35.5,very active,high-intensity cardio,58,male,23.2
31.3,sedentary,extreme weight loss,21,female,22.8
32.0,light,high-intensity cardio,31,female,22.0
33.0,active,high-intensity cardio,63,male,24.5
38.0,very active,extreme weight loss,44,female,23.2
38.4,active,high-intensity cardio,44,male,23.2
37.7,very active,aggressive weight loss,58,male,24.0
37.1,moderate,high-intensity cardio,34,female,22.6
30.7,sedentary,extreme weight loss,46,female,23.8
37.3,light,extreme weight loss,25,female,19.6
31.8,moderate,extreme weight loss,27,female,24.0
35.1,moderate,high-intensity cardio,18,male,23.1
39.5,very active,aggressive weight loss,54,male,19.4
31.9,moderate,high-intensity cardio,25,female,24.7
31.3,light,high-intensity cardio,59,female,19.2
30.2,moderate,high-intensity cardio,52,male,19.7
30.9,sedentary,aggressive weight loss,43,female,22.1
39.3,light,aggressive weight loss,43,female,20.0
39.2,moderate,aggressive weight loss,29,female,21.4
38.7,moderate,aggressive weight loss,27,female,21.0
30.2,sedentary,aggressive weight loss,53,male,23.1
38.2,light,high-intensity cardio,29,female,24.8
36.5,active,high-intensity cardio,32,female,22.4
36.9,very active,aggressive weight loss,56,female,20.6
34.2,moderate,high-intensity cardio,54,female,23.8
31.9,sedentary,extreme weight loss,43,female,22.2
31.0,sedentary,aggressive weight loss,62,female,23.8
36.8,moderate,extreme weight loss,29,male,22.2
32.7,sedentary,extreme weight loss,23,female,23.4
30.8,very active,high-intensity cardio,21,male,22.3
34.8,active,aggressive weight loss,40,male,19.7
34.6,light,extreme weight loss,54,female,23.7
33.0,light,high-intensity cardio,20,male,22.0
34.8,very active,high-intensity cardio,42,female,23.8
30.2,very active,extreme weight loss,49,male,24.0
30.2,active,extreme weight loss,61,female,21.1
35.6,active,aggressive weight loss,49,male,19.4
32.8,very active,high-intensity cardio,30,male,24.5
36.5,moderate,extreme weight loss,20,female,23.9
40.0,very active,extreme weight loss,62,male,21.3
37.3,active,aggressive weight loss,32,female,20.5
33.9,moderate,high-intensity cardio,21,male,22.1
36.8,very active,aggressive weight loss,46,male,20.1
39.7,moderate,extreme weight loss,58,female,23.6
39.7,light,extreme weight loss,39,female,21.6
37.0,active,high-intensity cardio,53,male,24.9
35.4,sedentary,extreme weight loss,58,male,23.9
33.4,light,extreme weight loss,55,male,18.8
33.8,active,high-intensity cardio,56,male,23.2
31.4,sedentary,extreme weight loss,53,male,23.0
30.2,light,extreme weight loss,18,female,19.9
37.6,sedentary,aggressive weight loss,61,female,19.2
30.8,light,aggressive weight loss,49,male,24.3
38.5,light,high-intensity cardio,37,female,24.3
37.1,active,high-intensity cardio,27,female,23.8
34.8,light,aggressive weight loss,33,male,21.4
39.5,sedentary,high-intensity cardio,56,male,22.0
38.1,sedentary,high-intensity cardio,54,female,22.8
33.4,very active,aggressive weight loss,58,male,21.6
31.2,active,high-intensity cardio,46,female,19.0
30.0,very active,extreme weight loss,48,male,21.7
37.2,active,high-intensity cardio,47,male,20.8
31.3,active,extreme weight loss,31,male,24.6
31.1,very active,high-intensity cardio,64,male,20.1
34.1,active,high-intensity cardio,41,female,18.8
34.7,sedentary,aggressive weight loss,21,male,24.3
35.1,very active,high-intensity cardio,57,male,19.3
39.5,very active,high-intensity cardio,26,male,23.7
39.4,very active,high-intensity cardio,23,female,19.3
32.4,sedentary,high-intensity cardio,39,female,19.8
39.3,light,high-intensity cardio,40,female,20.5
38.2,light,high-intensity cardio,63,male,18.9
34.6,sedentary,extreme weight loss,25,female,20.3
30.8,sedentary,extreme weight loss,29,male,19.4
36.2,sedentary,aggressive weight loss,49,female,21.6
38.2,moderate,extreme weight loss,41,female,21.3
31.0,active,aggressive weight loss,27,male,20.8
35.8,light,aggressive weight loss,21,male,19.0
36.1,light,high-intensity cardio,58,male,24.6
33.8,active,high-intensity cardio,58,female,21.9
37.8,moderate,aggressive weight loss,20,male,20.8
30.3,moderate,aggressive weight loss,34,female,24.2
30.4,moderate,aggressive weight loss,20,female,19.9
33.6,light,extreme weight loss,48,male,19.0
37.5,moderate,aggressive weight loss,55,female,20.3
37.6,active,extreme weight loss,54,female,19.1
32.9,active,aggressive weight loss,40,male,24.0
31.7,moderate,high-intensity cardio,47,male,19.3
31.3,light,high-intensity cardio,40,male,21.7
33.3,active,extreme weight loss,40,male,20.9
36.0,sedentary,extreme weight loss,51,female,24.0
33.8,sedentary,high-intensity cardio,19,female,20.2
35.2,active,extreme weight loss,45,male,23.4
30.6,very active,high-intensity cardio,44,male,18.6
35.6,moderate,extreme weight loss,56,female,20.2
34.1,light,aggressive weight loss,36,female,23.0
32.7,sedentary,aggressive weight loss,44,female,24.1
34.4,moderate,aggressive weight loss,57,male,20.5
31.6,sedentary,aggressive weight loss,49,female,24.2
37.5,sedentary,aggressive weight loss,33,female,22.2
33.3,light,aggressive weight loss,21,male,19.0
30.7,moderate,high-intensity cardio,25,male,23.7
34.5,light,high-intensity cardio,32,female,22.7
30.2,light,extreme weight loss,51,female,18.6
30.2,very active,aggressive weight loss,43,female,24.1
36.8,sedentary,aggressive weight loss,37,female,20.4
37.3,active,aggressive weight loss,37,female,22.8
36.6,sedentary,aggressive weight loss,34,female,20.0
39.9,moderate,aggressive weight loss,61,female,19.7
32.3,light,aggressive weight loss,21,male,21.6
31.8,very active,extreme weight loss,46,male,20.8
31.6,moderate,extreme weight loss,40,male,23.1
37.6,active,high-intensity cardio,19,male,21.3
35.7,active,aggressive weight loss,55,male,19.9
34.4,very active,aggressive weight loss,54,male,23.6
33.4,light,extreme weight loss,35,female,24.5
37.7,light,high-intensity cardio,24,male,24.4
37.8,sedentary,extreme weight loss,49,male,19.1
38.9,moderate,high-intensity cardio,52,female,22.8
33.1,very active,extreme weight loss,32,female,24.7
31.2,active,high-intensity cardio,23,female,21.9
37.6,sedentary,extreme weight loss,49,male,24.3
35.8,moderate,high-intensity cardio,46,female,24.8
37.0,moderate,aggressive weight loss,54,female,23.1
36.2,active,high-intensity cardio,18,male,23.8
34.3,sedentary,extreme weight loss,58,female,22.6
30.1,moderate,aggressive weight loss,40,male,21.5
32.4,light,extreme weight loss,44,male,20.4
33.5,sedentary,high-intensity cardio,26,male,21.3
32.4,active,high-intensity cardio,45,male,21.4
31.2,light,aggressive weight loss,30,male,18.9
34.2,moderate,high-intensity cardio,29,female,23.0
34.8,active,aggressive weight loss,38,male,21.3
32.0,light,extreme weight loss,61,male,24.4
38.7,active,high-intensity cardio,51,female,24.9
38.2,sedentary,extreme weight loss,21,female,20.0
33.0,sedentary,extreme weight loss,64,female,24.1
35.9,sedentary,aggressive weight loss,49,female,21.8
36.9,moderate,aggressive weight loss,53,female,21.3
34.2,light,extreme weight loss,29,female,19.1
31.9,active,high-intensity cardio,58,female,20.2
31.0,very active,extreme weight loss,35,female,20.6
31.3,moderate,aggressive weight loss,51,male,18.8
38.5,active,aggressive weight loss,49,male,22.8
39.1,very active,high-intensity cardio,40,male,24.7
32.0,active,high-intensity cardio,61,female,22.0
36.2,sedentary,aggressive weight loss,19,male,21.3
33.9,moderate,aggressive weight loss,61,female,22.5
34.5,very active,aggressive weight loss,26,female,24.4
31.4,active,high-intensity cardio,25,female,18.5
33.9,moderate,aggressive weight loss,26,male,22.3
30.2,moderate,aggressive weight loss,32,female,18.7
37.1,light,extreme weight loss,39,male,21.1
35.4,moderate,aggressive weight loss,18,male,24.2
30.8,sedentary,high-intensity cardio,59,female,19.2
35.3,very active,high-intensity cardio,18,female,23.6
38.2,sedentary,aggressive weight loss,60,male,19.9
30.7,light,extreme weight loss,31,female,23.9
34.0,very active,aggressive weight loss,61,male,22.2
35.1,light,high-intensity cardio,28,female,22.8
33.1,sedentary,high-intensity cardio,54,male,21.7
30.5,active,high-intensity cardio,47,female,20.4
32.1,very active,high-intensity cardio,49,male,19.8
34.5,moderate,aggressive weight loss,20,male,23.1
32.3,light,high-intensity cardio,56,female,19.2
37.6,moderate,aggressive weight loss,53,female,23.3
30.2,very active,high-intensity cardio,19,male,22.2
36.5,light,high-intensity cardio,29,male,24.5
39.8,sedentary,extreme weight loss,35,male,24.0
34.2,moderate,aggressive weight loss,52,male,19.5
38.8,light,aggressive weight loss,30,female,19.7
30.3,sedentary,high-intensity cardio,41,female,22.3
38.1,sedentary,aggressive weight loss,27,male,18.8
35.5,moderate,aggressive weight loss,59,male,20.2
37.4,very active,aggressive weight loss,28,female,24.0
39.0,very active,extreme weight loss,35,male,18.8
31.1,active,extreme weight loss,53,female,21.3
33.0,sedentary,extreme weight loss,64,female,21.2
32.7,sedentary,extreme weight loss,62,female,23.7
34.7,moderate,extreme weight loss,28,female,23.6
38.2,light,high-intensity cardio,60,male,19.5
35.8,light,extreme weight loss,21,male,19.8
32.7,moderate,extreme weight loss,60,male,19.2
37.6,sedentary,extreme weight loss,20,male,22.4
36.0,light,extreme weight loss,38,male,24.6
34.7,light,aggressive weight loss,25,male,22.7
37.4,very active,high-intensity cardio,24,male,22.9
36.7,sedentary,high-intensity cardio,19,male,22.3
37.8,light,extreme weight loss,50,male,23.9
35.5,very active,aggressive weight loss,33,female,20.0
30.0,light,extreme weight loss,56,female,21.4
33.5,sedentary,extreme weight loss,30,female,22.4
30.4,sedentary,high-intensity cardio,21,male,22.4
38.9,light,aggressive weight loss,20,male,22.0
39.2,active,aggressive weight loss,40,male,22.6
35.9,sedentary,extreme weight loss,30,female,20.0
38.5,very active,high-intensity cardio,54,female,24.3
39.2,sedentary,aggressive weight loss,46,male,24.7
37.6,very active,aggressive weight loss,19,male,18.9
33.5,light,high-intensity cardio,26,female,20.0
34.4,light,aggressive weight loss,47,male,21.6
33.3,light,aggressive weight loss,20,male,19.6
34.9,sedentary,aggressive weight loss,42,female,20.6
33.6,moderate,aggressive weight loss,42,male,20.0
30.3,very active,aggressive weight loss,19,female,22.4
30.4,sedentary,aggressive weight loss,21,male,24.5
31.1,sedentary,high-intensity cardio,57,male,18.7
36.7,very active,aggressive weight loss,47,female,23.5
36.9,active,high-intensity cardio,61,male,20.6
39.8,light,high-intensity cardio,46,female,21.1
30.7,light,aggressive weight loss,25,female,19.6
39.2,very active,high-intensity cardio,60,female,19.0
33.9,sedentary,high-intensity cardio,40,female,23.2
34.9,active,extreme weight loss,45,male,24.8
32.1,sedentary,extreme weight loss,63,male,22.3
38.9,very active,aggressive weight loss,49,female,21.1
32.1,sedentary,high-intensity cardio,35,male,24.8
31.0,moderate,extreme weight loss,32,male,21.0
36.3,light,high-intensity cardio,37,female,24.3
39.6,very active,extreme weight loss,25,female,19.6
36.8,very active,high-intensity cardio,22,male,20.7
34.0,light,aggressive weight loss,25,male,21.4
38.9,active,extreme weight loss,36,female,18.6
37.0,very active,high-intensity cardio,50,female,22.7
31.3,sedentary,high-intensity cardio,45,male,19.1
31.9,moderate,high-intensity cardio,30,male,21.7
33.5,sedentary,aggressive weight loss,50,female,23.9
31.2,active,aggressive weight loss,28,male,18.5
32.3,light,high-intensity cardio,48,female,22.0
33.9,light,aggressive weight loss,25,female,21.6
37.7,active,high-intensity cardio,26,female,20.7
35.0,sedentary,aggressive weight loss,58,male,19.4
37.7,very active,aggressive weight loss,52,male,24.6
35.7,sedentary,high-intensity cardio,43,female,19.6
38.6,very active,high-intensity cardio,56,female,22.9
35.7,light,aggressive weight loss,45,male,21.7
38.2,sedentary,extreme weight loss,60,male,24.1
36.6,very active,high-intensity cardio,57,male,24.1
30.0,very active,aggressive weight loss,52,male,20.2
34.1,active,high-intensity cardio,36,male,20.2
35.8,very active,high-intensity cardio,64,female,22.9
32.1,light,aggressive weight loss,60,female,24.7
35.7,very active,aggressive weight loss,46,male,23.5
39.4,moderate,extreme weight loss,50,female,22.8
34.6,light,extreme weight loss,28,female,22.3
39.9,active,aggressive weight loss,27,male,18.8
32.5,active,extreme weight loss,23,male,24.6
38.3,very active,aggressive weight loss,48,female,22.4
31.6,active,aggressive weight loss,37,female,22.2
37.9,active,aggressive weight loss,49,male,21.5
31.5,light,extreme weight loss,20,male,19.9
31.7,moderate,extreme weight loss,24,female,23.4
35.9,active,high-intensity cardio,42,female,20.7
36.8,light,aggressive weight loss,36,female,20.4
33.5,light,high-intensity cardio,39,female,19.9
32.2,moderate,extreme weight loss,19,male,18.9
38.4,light,high-intensity cardio,37,female,22.2
33.4,active,extreme weight loss,42,female,19.4
36.3,active,high-intensity cardio,60,female,23.8
30.2,light,extreme weight loss,33,male,19.7
32.2,very active,extreme weight loss,59,female,21.5
33.7,moderate,aggressive weight loss,56,male,20.2
34.3,light,aggressive weight loss,21,male,21.5
30.5,moderate,high-intensity cardio,22,female,23.9
30.2,very active,high-intensity cardio,47,male,22.3
33.3,very active,extreme weight loss,44,female,24.6
34.0,very active,aggressive weight loss,57,male,21.0
38.5,very active,high-intensity cardio,22,female,18.8
39.5,light,aggressive weight loss,30,male,19.9
33.1,active,high-intensity cardio,25,female,21.5
31.3,very active,high-intensity cardio,43,female,20.4
36.3,very active,high-intensity cardio,44,female,22.2
37.6,very active,aggressive weight loss,20,male,20.9
33.9,light,extreme weight loss,22,male,23.5
35.8,sedentary,high-intensity cardio,25,female,19.3
33.1,very active,aggressive weight loss,28,male,21.7
31.0,light,aggressive weight loss,54,female,22.2
39.2,active,extreme weight loss,20,male,23.3
32.6,moderate,aggressive weight loss,60,male,19.8
38.8,very active,high-intensity cardio,43,female,22.6
30.8,active,aggressive weight loss,20,female,18.7
33.9,sedentary,high-intensity cardio,34,male,19.3
39.0,active,high-intensity cardio,60,male,24.0
30.3,sedentary,extreme weight loss,46,female,20.2
30.8,sedentary,extreme weight loss,43,male,19.4
39.4,light,extreme weight loss,26,female,19.8
39.1,moderate,extreme weight loss,60,female,22.2
30.6,active,aggressive weight loss,47,female,21.9
37.2,very active,aggressive weight loss,26,female,23.7
39.8,very active,extreme weight loss,30,male,20.2
36.8,very active,extreme weight loss,49,female,19.0
31.8,sedentary,high-intensity cardio,35,male,20.3
38.4,light,high-intensity cardio,51,male,24.4
37.2,very active,high-intensity cardio,46,female,24.1
33.5,sedentary,aggressive weight loss,59,female,23.8
31.0,sedentary,aggressive weight loss,21,female,19.0
36.6,very active,aggressive weight loss,63,male,23.1
31.3,very active,extreme weight loss,64,male,21.3
39.2,moderate,extreme weight loss,32,female,22.6
37.2,light,extreme weight loss,26,female,20.0
31.2,very active,extreme weight loss,45,male,20.1
37.3,light,aggressive weight loss,27,female,19.2
31.4,light,high-intensity cardio,57,male,24.1
34.6,light,high-intensity cardio,48,male,20.6
31.2,moderate,aggressive weight loss,61,male,19.2
30.8,very active,aggressive weight loss,22,female,23.9
30.2,moderate,aggressive weight loss,20,female,18.7
38.3,light,high-intensity cardio,41,male,22.1
35.6,sedentary,high-intensity cardio,19,female,22.9
35.7,very active,high-intensity cardio,22,male,23.2
30.1,very active,aggressive weight loss,34,female,18.7
32.5,active,aggressive weight loss,32,male,19.1
38.1,moderate,high-intensity cardio,22,male,23.8
37.9,light,aggressive weight loss,25,female,22.8
33.3,moderate,aggressive weight loss,46,male,19.5
36.1,moderate,aggressive weight loss,24,male,23.4
31.6,sedentary,high-intensity cardio,20,male,23.8
38.2,very active,extreme weight loss,59,male,20.7
36.1,light,extreme weight loss,64,male,19.8
31.4,very active,aggressive weight loss,32,male,20.1
30.4,moderate,extreme weight loss,51,female,24.8
39.8,very active,high-intensity cardio,50,male,19.5
39.5,moderate,high-intensity cardio,24,female,23.8
34.3,sedentary,aggressive weight loss,31,male,22.1
37.7,moderate,aggressive weight loss,55,male,19.5
34.8,very active,extreme weight loss,40,male,22.3
34.0,moderate,high-intensity cardio,22,female,21.7
39.6,moderate,extreme weight loss,49,male,21.2
32.1,active,aggressive weight loss,32,female,20.4
33.2,active,extreme weight loss,21,male,19.5
31.0,moderate,extreme weight loss,62,male,24.6
34.2,active,high-intensity cardio,31,female,22.1
39.6,light,aggressive weight loss,32,male,21.4
34.6,sedentary,aggressive weight loss,18,male,19.5
38.8,sedentary,high-intensity cardio,64,male,19.0
38.8,moderate,extreme weight loss,44,male,21.9
32.2,very active,aggressive weight loss,43,male,20.6
31.4,very active,aggressive weight loss,60,male,24.0
35.8,moderate,aggressive weight loss,50,male,22.8
30.8,very active,aggressive weight loss,37,female,24.6
36.2,active,extreme weight loss,63,male,20.4
37.9,sedentary,extreme weight loss,27,male,24.7
33.1,moderate,aggressive weight loss,60,male,24.6
35.2,active,high-intensity cardio,18,female,19.6
34.0,very active,aggressive weight loss,32,male,20.6
38.6,sedentary,high-intensity cardio,22,male,19.4
35.7,active,aggressive weight loss,29,male,23.7
40.0,light,high-intensity cardio,44,female,19.2
33.8,very active,high-intensity cardio,62,female,21.9
37.1,active,extreme weight loss,36,female,24.4
35.2,sedentary,aggressive weight loss,63,female,22.5
37.9,moderate,extreme weight loss,22,female,22.0
30.6,active,aggressive weight loss,64,female,21.9
30.2,active,aggressive weight loss,51,female,23.3
35.8,very active,extreme weight loss,55,female,19.7
36.2,moderate,high-intensity cardio,43,male,20.4
39.7,active,extreme weight loss,58,male,24.2
30.0,very active,extreme weight loss,37,female,18.7
31.4,moderate,extreme weight loss,56,male,22.3
39.5,very active,extreme weight loss,45,male,19.2
39.8,sedentary,aggressive weight loss,21,male,23.0
32.9,moderate,high-intensity cardio,57,female,24.4
33.4,active,extreme weight loss,32,female,24.3
30.2,moderate,extreme weight loss,31,male,24.3
39.2,moderate,extreme weight loss,21,female,24.5
33.7,light,high-intensity cardio,37,female,18.8
31.9,moderate,high-intensity cardio,42,female,20.0
39.9,very active,high-intensity cardio,21,female,23.2
31.8,sedentary,extreme weight loss,36,male,24.6
35.4,very active,extreme weight loss,48,female,21.2
37.5,active,extreme weight loss,28,female,22.1
34.3,light,extreme weight loss,40,male,20.1
36.8,sedentary,aggressive weight loss,48,male,20.2
36.7,active,extreme weight loss,50,female,21.9
34.3,very active,high-intensity cardio,18,male,22.6
38.3,very active,extreme weight loss,57,male,19.5
33.3,moderate,high-intensity cardio,56,male,19.4
38.2,light,high-intensity cardio,30,female,20.3
37.1,very active,extreme weight loss,32,male,24.7
30.9,very active,aggressive weight loss,34,female,20.9
38.6,active,extreme weight loss,53,male,19.7
36.3,light,high-intensity cardio,47,female,23.7
39.4,moderate,extreme weight loss,45,female,20.2
37.0,moderate,extreme weight loss,20,female,20.0
39.7,sedentary,high-intensity cardio,45,female,22.9
33.6,active,high-intensity cardio,62,male,19.6
40.0,very active,high-intensity cardio,62,female,19.6
34.3,very active,high-intensity cardio,49,male,23.8
36.3,moderate,high-intensity cardio,24,male,21.0
31.7,very active,extreme weight loss,20,female,19.9
34.4,very active,aggressive weight loss,31,female,22.2
36.5,light,high-intensity cardio,19,male,22.9
35.5,active,extreme weight loss,32,female,19.2
33.9,very active,extreme weight loss,43,female,24.4
36.1,sedentary,extreme weight loss,21,female,21.1
33.5,moderate,aggressive weight loss,25,male,23.7
34.7,moderate,high-intensity cardio,51,female,20.7
31.6,sedentary,high-intensity cardio,52,female,20.9
33.0,light,extreme weight loss,44,female,21.3
35.3,active,aggressive weight loss,57,male,20.2
32.1,very active,high-intensity cardio,43,female,22.0
31.9,very active,extreme weight loss,47,male,22.1
34.3,sedentary,extreme weight loss,46,female,21.0
33.9,very active,aggressive weight loss,61,female,22.5
30.9,sedentary,extreme weight loss,62,male,18.8
33.4,sedentary,high-intensity cardio,45,female,18.9
39.9,moderate,aggressive weight loss,55,female,21.3
34.0,sedentary,aggressive weight loss,33,female,23.8
39.7,moderate,aggressive weight loss,34,male,19.5
35.8,sedentary,high-intensity cardio,43,male,19.1
39.2,moderate,high-intensity cardio,31,male,22.5
30.9,sedentary,aggressive weight loss,29,female,19.9
30.3,active,aggressive weight loss,36,female,21.5
38.4,active,aggressive weight loss,25,female,20.8
37.8,active,high-intensity cardio,50,female,24.2
35.7,light,high-intensity cardio,37,female,20.1
36.0,sedentary,high-intensity cardio,59,female,19.4
39.3,very active,extreme weight loss,29,male,20.0
39.4,sedentary,extreme weight loss,57,male,21.9
36.7,sedentary,extreme weight loss,44,male,20.7
37.3,moderate,high-intensity cardio,35,female,21.3
39.0,light,high-intensity cardio,26,female,23.9
34.1,light,aggressive weight loss,21,male,19.7
32.5,moderate,aggressive weight loss,27,female,22.9
39.9,light,aggressive weight loss,64,female,21.3
34.2,moderate,extreme weight loss,53,female,23.9
34.2,moderate,aggressive weight loss,30,male,24.0
36.2,very active,extreme weight loss,25,female,20.0
30.2,sedentary,extreme weight loss,51,female,22.1
39.4,light,extreme weight loss,58,male,23.8
39.1,light,aggressive weight loss,27,male,20.9
36.5,sedentary,aggressive weight loss,64,female,22.8
36.3,light,aggressive weight loss,60,female,22.0
35.1,very active,aggressive weight loss,21,male,20.5
35.0,light,aggressive weight loss,62,female,19.2
35.7,sedentary,high-intensity cardio,42,female,22.9
34.5,moderate,extreme weight loss,20,male,22.7
33.0,very active,high-intensity cardio,36,female,20.6
30.4,very active,extreme weight loss,30,female,19.7
37.8,very active,extreme weight loss,28,male,24.4
30.4,active,extreme weight loss,57,male,20.5
35.5,sedentary,extreme weight loss,31,female,20.4
34.5,very active,aggressive weight loss,48,male,24.5
37.2,light,high-intensity cardio,49,female,18.7
32.6,active,extreme weight loss,19,female,20.9
33.2,very active,extreme weight loss,57,female,22.5
34.8,active,extreme weight loss,58,female,24.0
38.6,sedentary,aggressive weight loss,40,female,20.0
38.1,sedentary,extreme weight loss,35,female,24.5
37.3,active,aggressive weight loss,30,female,21.3
38.8,very active,extreme weight loss,51,male,23.0
33.3,sedentary,aggressive weight loss,29,male,20.0
35.5,sedentary,extreme weight loss,29,male,23.4
32.8,active,high-intensity cardio,18,female,22.4
35.7,sedentary,high-intensity cardio,55,female,22.9
33.5,light,extreme weight loss,53,male,24.6
37.0,very active,extreme weight loss,22,female,19.8
34.8,very active,aggressive weight loss,19,male,20.5
36.9,very active,extreme weight loss,30,female,24.1
37.7,sedentary,extreme weight loss,39,female,20.2
39.4,very active,aggressive weight loss,39,female,20.4
39.6,light,extreme weight loss,47,female,20.6
34.4,light,aggressive weight loss,44,male,20.9
37.5,very active,extreme weight loss,31,male,20.0
38.3,active,high-intensity cardio,60,female,19.7
36.2,moderate,aggressive weight loss,57,female,18.9
39.8,moderate,high-intensity cardio,31,male,19.7
36.6,light,aggressive weight loss,51,female,22.2
35.3,active,aggressive weight loss,56,female,21.5
34.7,sedentary,extreme weight loss,23,female,18.7
38.6,moderate,extreme weight loss,23,female,22.9
35.8,moderate,extreme weight loss,36,male,19.2
38.6,sedentary,aggressive weight loss,24,male,19.6
30.3,light,aggressive weight loss,32,female,21.1
37.0,sedentary,high-intensity cardio,21,female,20.1
31.2,light,extreme weight loss,44,female,24.5
33.3,light,high-intensity cardio,44,male,22.3
31.6,sedentary,high-intensity cardio,44,female,19.8
39.4,active,high-intensity cardio,33,male,24.7
40.0,very active,aggressive weight loss,56,female,24.5
31.2,active,high-intensity cardio,29,female,24.1
39.2,active,high-intensity cardio,59,male,21.1
34.6,light,high-intensity cardio,64,male,20.1
38.3,sedentary,extreme weight loss,33,female,20.4
39.2,light,high-intensity cardio,54,female,22.7
35.5,moderate,extreme weight loss,54,male,24.0
37.0,sedentary,high-intensity cardio,54,female,23.2
36.0,active,extreme weight loss,37,male,22.5
33.6,light,high-intensity cardio,24,male,22.3
32.3,active,extreme weight loss,28,female,21.4
31.5,moderate,high-intensity cardio,28,female,18.7
35.4,moderate,high-intensity cardio,19,female,23.5
34.0,very active,high-intensity cardio,63,female,22.6
37.7,light,aggressive weight loss,37,female,24.7
39.1,moderate,high-intensity cardio,55,female,19.5
38.2,sedentary,aggressive weight loss,37,female,24.7
36.8,very active,high-intensity cardio,27,male,22.4
36.4,sedentary,extreme weight loss,34,male,22.1
30.2,very active,high-intensity cardio,19,male,19.4
34.2,very active,high-intensity cardio,38,female,22.1
34.9,active,aggressive weight loss,38,female,23.3
32.5,sedentary,high-intensity cardio,59,female,19.2
35.9,light,high-intensity cardio,25,female,24.1
35.6,active,aggressive weight loss,33,female,18.6
32.6,moderate,aggressive weight loss,62,male,19.9
34.5,active,extreme weight loss,19,female,21.7
36.4,active,aggressive weight loss,27,male,21.8
35.6,active,aggressive weight loss,46,female,22.3
32.0,moderate,high-intensity cardio,62,female,19.0
36.9,moderate,extreme weight loss,43,male,21.5
30.7,very active,extreme weight loss,24,male,23.3
39.0,light,extreme weight loss,63,female,24.4
33.7,sedentary,high-intensity cardio,43,female,24.2
39.4,moderate,high-intensity cardio,35,male,23.9
37.9,very active,high-intensity cardio,25,female,19.6
38.6,sedentary,extreme weight loss,64,female,21.4
35.7,sedentary,aggressive weight loss,48,male,21.5
31.3,very active,aggressive weight loss,28,male,24.6
35.8,light,high-intensity cardio,32,male,23.3
39.8,moderate,extreme weight loss,64,female,21.7
33.1,moderate,extreme weight loss,25,male,20.5
37.9,light,extreme weight loss,49,male,20.5
32.2,active,aggressive weight loss,63,female,19.9
39.9,sedentary,aggressive weight loss,63,male,23.7
32.5,light,aggressive weight loss,21,male,19.8
38.3,light,high-intensity cardio,51,male,19.5
30.8,sedentary,high-intensity cardio,49,male,22.7
33.2,very active,high-intensity cardio,35,female,24.9
32.8,sedentary,high-intensity cardio,59,male,20.1
39.5,moderate,extreme weight loss,56,male,19.0
30.1,sedentary,extreme weight loss,34,male,21.6
37.9,very active,extreme weight loss,22,female,21.6
31.9,active,extreme weight loss,59,male,22.1
38.0,light,aggressive weight loss,34,female,24.1
35.7,light,high-intensity cardio,52,female,23.6
30.1,light,extreme weight loss,56,male,20.8
24.24,very active,weight maintenance,20,male,21.65
24.24,very active,lean muscle gain,20,male,22.28
24.24,very active,weight maintenance,20,male,21.68
27.0,moderate,fitness,18,male,21.78
29.4,active,lean muscle gain,36,male,21.3
29.4,active,lean muscle gain,36,male,21.03
27.46,moderate,lean muscle gain,28,male,22.22
24.34,moderate,lean muscle gain,28,male,21.97
28.41,active,lean muscle gain,27,female,21.46
31.17,sedentary,lean muscle gain,19,male,21.87
